Driver,LapNumber,Time,LapTime,Compound,TyreLife,Circuit
OCO,46,01:59:56.866,00:01:19.525,HARD,9,Spanish Grand Prix
OCO,47,02:01:16.668,00:01:19.802,HARD,10,Spanish Grand Prix
OCO,48,02:02:36.136,00:01:19.468,HARD,11,Spanish Grand Prix
OCO,49,02:03:55.750,00:01:19.614,HARD,12,Spanish Grand Prix
OCO,50,02:05:15.351,00:01:19.601,HARD,13,Spanish Grand Prix
OCO,51,02:06:35.361,00:01:20.010,HARD,14,Spanish Grand Prix
OCO,52,02:07:54.682,00:01:19.321,HARD,15,Spanish Grand Prix
OCO,53,02:09:13.743,00:01:19.061,HARD,16,Spanish Grand Prix
OCO,54,02:10:32.725,00:01:18.982,HARD,17,Spanish Grand Prix
OCO,55,02:11:52.009,00:01:19.284,HARD,18,Spanish Grand Prix
OCO,56,02:13:11.269,00:01:19.260,HARD,19,Spanish Grand Prix
OCO,57,02:14:30.593,00:01:19.324,HARD,20,Spanish Grand Prix
OCO,58,02:15:50.157,00:01:19.564,HARD,21,Spanish Grand Prix
OCO,59,02:17:09.953,00:01:19.796,HARD,22,Spanish Grand Prix
OCO,60,02:18:29.849,00:01:19.896,HARD,23,Spanish Grand Prix
OCO,61,02:19:49.890,00:01:20.041,HARD,24,Spanish Grand Prix
OCO,62,02:21:09.577,00:01:19.687,HARD,25,Spanish Grand Prix
OCO,63,02:22:29.164,00:01:19.587,HARD,26,Spanish Grand Prix
OCO,64,02:23:48.915,00:01:19.751,HARD,27,Spanish Grand Prix
OCO,65,02:25:08.855,00:01:19.940,HARD,28,Spanish Grand Prix
OCO,66,02:26:29.518,00:01:20.663,HARD,29,Spanish Grand Prix
HUL,2,00:59:47.456,00:01:22.084,SOFT,2,Spanish Grand Prix
HUL,3,01:01:08.839,00:01:21.383,SOFT,3,Spanish Grand Prix
HUL,4,01:02:30.788,00:01:21.949,SOFT,4,Spanish Grand Prix
HUL,5,01:03:52.646,00:01:21.858,SOFT,5,Spanish Grand Prix
HUL,6,01:05:14.191,00:01:21.545,SOFT,6,Spanish Grand Prix
HUL,7,01:06:35.889,00:01:21.698,SOFT,7,Spanish Grand Prix
HUL,8,01:07:57.730,00:01:21.841,SOFT,8,Spanish Grand Prix
HUL,9,01:09:19.359,00:01:21.629,SOFT,9,Spanish Grand Prix
HUL,10,01:10:41.211,00:01:21.852,SOFT,10,Spanish Grand Prix
HUL,11,01:12:03.205,00:01:21.994,SOFT,11,Spanish Grand Prix
HUL,14,01:16:31.775,00:01:20.698,MEDIUM,2,Spanish Grand Prix
HUL,15,01:17:52.087,00:01:20.312,MEDIUM,3,Spanish Grand Prix
HUL,16,01:19:13.212,00:01:21.125,MEDIUM,4,Spanish Grand Prix
HUL,17,01:20:34.640,00:01:21.428,MEDIUM,5,Spanish Grand Prix
HUL,18,01:21:55.396,00:01:20.756,MEDIUM,6,Spanish Grand Prix
HUL,19,01:23:16.570,00:01:21.174,MEDIUM,7,Spanish Grand Prix
HUL,20,01:24:37.707,00:01:21.137,MEDIUM,8,Spanish Grand Prix
HUL,21,01:25:58.912,00:01:21.205,MEDIUM,9,Spanish Grand Prix
HUL,22,01:27:21.086,00:01:22.174,MEDIUM,10,Spanish Grand Prix
HUL,23,01:28:42.713,00:01:21.627,MEDIUM,11,Spanish Grand Prix
HUL,24,01:30:03.620,00:01:20.907,MEDIUM,12,Spanish Grand Prix
HUL,25,01:31:24.673,00:01:21.053,MEDIUM,13,Spanish Grand Prix
HUL,26,01:32:45.645,00:01:20.972,MEDIUM,14,Spanish Grand Prix
HUL,27,01:34:07.065,00:01:21.420,MEDIUM,15,Spanish Grand Prix
HUL,28,01:35:28.155,00:01:21.090,MEDIUM,16,Spanish Grand Prix
HUL,29,01:36:49.134,00:01:20.979,MEDIUM,17,Spanish Grand Prix
HUL,30,01:38:10.332,00:01:21.198,MEDIUM,18,Spanish Grand Prix
HUL,31,01:39:31.646,00:01:21.314,MEDIUM,19,Spanish Grand Prix
HUL,32,01:40:53.091,00:01:21.445,MEDIUM,20,Spanish Grand Prix
HUL,33,01:42:14.294,00:01:21.203,MEDIUM,21,Spanish Grand Prix
HUL,34,01:43:35.921,00:01:21.627,MEDIUM,22,Spanish Grand Prix
HUL,35,01:44:57.176,00:01:21.255,MEDIUM,23,Spanish Grand Prix
HUL,36,01:46:18.216,00:01:21.040,MEDIUM,24,Spanish Grand Prix
HUL,37,01:47:39.236,00:01:21.020,MEDIUM,25,Spanish Grand Prix
HUL,38,01:49:03.778,00:01:24.542,MEDIUM,26,Spanish Grand Prix
HUL,40,01:52:03.684,00:01:20.452,HARD,2,Spanish Grand Prix
HUL,41,01:53:23.806,00:01:20.122,HARD,3,Spanish Grand Prix
HUL,42,01:54:44.162,00:01:20.356,HARD,4,Spanish Grand Prix
HUL,43,01:56:03.185,00:01:19.023,HARD,5,Spanish Grand Prix
HUL,44,01:57:22.717,00:01:19.532,HARD,6,Spanish Grand Prix
HUL,45,01:58:42.132,00:01:19.415,HARD,7,Spanish Grand Prix
HUL,46,02:00:01.495,00:01:19.363,HARD,8,Spanish Grand Prix
HUL,47,02:01:20.759,00:01:19.264,HARD,9,Spanish Grand Prix
HUL,48,02:02:39.675,00:01:18.916,HARD,10,Spanish Grand Prix
HUL,49,02:03:58.284,00:01:18.609,HARD,11,Spanish Grand Prix
HUL,50,02:05:17.434,00:01:19.150,HARD,12,Spanish Grand Prix
HUL,51,02:06:36.377,00:01:18.943,HARD,13,Spanish Grand Prix
HUL,52,02:07:55.484,00:01:19.107,HARD,14,Spanish Grand Prix
HUL,53,02:09:14.608,00:01:19.124,HARD,15,Spanish Grand Prix
HUL,54,02:10:34.059,00:01:19.451,HARD,16,Spanish Grand Prix
HUL,55,02:11:53.618,00:01:19.559,HARD,17,Spanish Grand Prix
HUL,56,02:13:12.781,00:01:19.163,HARD,18,Spanish Grand Prix
HUL,57,02:14:32.485,00:01:19.704,HARD,19,Spanish Grand Prix
HUL,58,02:15:52.146,00:01:19.661,HARD,20,Spanish Grand Prix
HUL,59,02:17:12.161,00:01:20.015,HARD,21,Spanish Grand Prix
HUL,60,02:18:31.733,00:01:19.572,HARD,22,Spanish Grand Prix
HUL,61,02:19:51.605,00:01:19.872,HARD,23,Spanish Grand Prix
HUL,62,02:21:10.909,00:01:19.304,HARD,24,Spanish Grand Prix
HUL,63,02:22:30.569,00:01:19.660,HARD,25,Spanish Grand Prix
HUL,64,02:23:50.554,00:01:19.985,HARD,26,Spanish Grand Prix
HUL,65,02:25:10.718,00:01:20.164,HARD,27,Spanish Grand Prix
HUL,66,02:26:31.844,00:01:21.126,HARD,28,Spanish Grand Prix
ALO,2,00:59:49.093,00:01:22.501,SOFT,2,Spanish Grand Prix
ALO,3,01:01:11.005,00:01:21.912,SOFT,3,Spanish Grand Prix
ALO,4,01:02:32.960,00:01:21.955,SOFT,4,Spanish Grand Prix
ALO,5,01:03:55.553,00:01:22.593,SOFT,5,Spanish Grand Prix
ALO,6,01:05:19.089,00:01:23.536,SOFT,6,Spanish Grand Prix
ALO,7,01:06:42.545,00:01:23.456,SOFT,7,Spanish Grand Prix
ALO,8,01:08:05.087,00:01:22.542,SOFT,8,Spanish Grand Prix
ALO,9,01:09:27.440,00:01:22.353,SOFT,9,Spanish Grand Prix
ALO,10,01:10:49.866,00:01:22.426,SOFT,10,Spanish Grand Prix
ALO,11,01:12:11.821,00:01:21.955,SOFT,11,Spanish Grand Prix
ALO,12,01:13:32.871,00:01:21.050,SOFT,12,Spanish Grand Prix
ALO,13,01:14:54.460,00:01:21.589,SOFT,13,Spanish Grand Prix
ALO,14,01:16:16.315,00:01:21.855,SOFT,14,Spanish Grand Prix
ALO,15,01:17:38.155,00:01:21.840,SOFT,15,Spanish Grand Prix
ALO,16,01:19:00.701,00:01:22.546,SOFT,16,Spanish Grand Prix
ALO,17,01:20:23.961,00:01:23.260,SOFT,17,Spanish Grand Prix
ALO,18,01:21:46.147,00:01:22.186,SOFT,18,Spanish Grand Prix
ALO,19,01:23:11.445,00:01:25.298,SOFT,19,Spanish Grand Prix
ALO,21,01:26:10.662,00:01:20.488,MEDIUM,3,Spanish Grand Prix
ALO,22,01:27:31.007,00:01:20.345,MEDIUM,4,Spanish Grand Prix
ALO,23,01:28:51.780,00:01:20.773,MEDIUM,5,Spanish Grand Prix
ALO,24,01:30:12.920,00:01:21.140,MEDIUM,6,Spanish Grand Prix
ALO,25,01:31:34.119,00:01:21.199,MEDIUM,7,Spanish Grand Prix
ALO,26,01:32:55.410,00:01:21.291,MEDIUM,8,Spanish Grand Prix
ALO,27,01:34:16.801,00:01:21.391,MEDIUM,9,Spanish Grand Prix
ALO,28,01:35:38.212,00:01:21.411,MEDIUM,10,Spanish Grand Prix
ALO,29,01:36:59.669,00:01:21.457,MEDIUM,11,Spanish Grand Prix
ALO,30,01:38:21.095,00:01:21.426,MEDIUM,12,Spanish Grand Prix
ALO,31,01:39:42.371,00:01:21.276,MEDIUM,13,Spanish Grand Prix
ALO,32,01:41:03.275,00:01:20.904,MEDIUM,14,Spanish Grand Prix
ALO,33,01:42:24.368,00:01:21.093,MEDIUM,15,Spanish Grand Prix
ALO,34,01:43:46.284,00:01:21.916,MEDIUM,16,Spanish Grand Prix
ALO,35,01:45:07.476,00:01:21.192,MEDIUM,17,Spanish Grand Prix
ALO,36,01:46:28.504,00:01:21.028,MEDIUM,18,Spanish Grand Prix
ALO,37,01:47:49.497,00:01:20.993,MEDIUM,19,Spanish Grand Prix
ALO,38,01:49:10.033,00:01:20.536,MEDIUM,20,Spanish Grand Prix
ALO,39,01:50:32.415,00:01:22.382,MEDIUM,21,Spanish Grand Prix
ALO,40,01:51:53.528,00:01:21.113,MEDIUM,22,Spanish Grand Prix
ALO,41,01:53:14.667,00:01:21.139,MEDIUM,23,Spanish Grand Prix
ALO,42,01:54:35.204,00:01:20.537,MEDIUM,24,Spanish Grand Prix
ALO,43,01:55:55.639,00:01:20.435,MEDIUM,25,Spanish Grand Prix
ALO,44,01:57:16.178,00:01:20.539,MEDIUM,26,Spanish Grand Prix
ALO,45,01:58:40.210,00:01:24.032,MEDIUM,27,Spanish Grand Prix
ALO,47,02:01:37.490,00:01:18.972,HARD,3,Spanish Grand Prix
ALO,48,02:02:56.217,00:01:18.727,HARD,4,Spanish Grand Prix
ALO,49,02:04:14.936,00:01:18.719,HARD,5,Spanish Grand Prix
ALO,50,02:05:33.270,00:01:18.334,HARD,6,Spanish Grand Prix
ALO,51,02:06:52.172,00:01:18.902,HARD,7,Spanish Grand Prix
ALO,52,02:08:11.838,00:01:19.666,HARD,8,Spanish Grand Prix
ALO,53,02:09:30.550,00:01:18.712,HARD,9,Spanish Grand Prix
ALO,54,02:10:49.965,00:01:19.415,HARD,10,Spanish Grand Prix
ALO,55,02:12:09.245,00:01:19.280,HARD,11,Spanish Grand Prix
ALO,56,02:13:28.270,00:01:19.025,HARD,12,Spanish Grand Prix
ALO,57,02:14:49.273,00:01:21.003,HARD,13,Spanish Grand Prix
ALO,58,02:16:08.628,00:01:19.355,HARD,14,Spanish Grand Prix
ALO,59,02:17:28.504,00:01:19.876,HARD,15,Spanish Grand Prix
ALO,60,02:18:49.087,00:01:20.583,HARD,16,Spanish Grand Prix
ALO,61,02:20:08.739,00:01:19.652,HARD,17,Spanish Grand Prix
ALO,62,02:21:28.356,00:01:19.617,HARD,18,Spanish Grand Prix
ALO,63,02:22:47.996,00:01:19.640,HARD,19,Spanish Grand Prix
ALO,64,02:24:07.383,00:01:19.387,HARD,20,Spanish Grand Prix
ALO,65,02:25:27.126,00:01:19.743,HARD,21,Spanish Grand Prix
ZHO,2,00:59:51.470,00:01:23.016,SOFT,2,Spanish Grand Prix
ZHO,3,01:01:13.986,00:01:22.516,SOFT,3,Spanish Grand Prix
ZHO,4,01:02:36.344,00:01:22.358,SOFT,4,Spanish Grand Prix
ZHO,5,01:03:59.154,00:01:22.810,SOFT,5,Spanish Grand Prix
ZHO,6,01:05:22.105,00:01:22.951,SOFT,6,Spanish Grand Prix
ZHO,7,01:06:44.592,00:01:22.487,SOFT,7,Spanish Grand Prix
ZHO,8,01:08:07.162,00:01:22.570,SOFT,8,Spanish Grand Prix
ZHO,9,01:09:33.051,00:01:25.889,SOFT,9,Spanish Grand Prix
ZHO,11,01:12:31.585,00:01:20.219,MEDIUM,2,Spanish Grand Prix
ZHO,12,01:13:51.736,00:01:20.151,MEDIUM,3,Spanish Grand Prix
ZHO,13,01:15:12.475,00:01:20.739,MEDIUM,4,Spanish Grand Prix
ZHO,14,01:16:34.344,00:01:21.869,MEDIUM,5,Spanish Grand Prix
ZHO,15,01:17:55.720,00:01:21.376,MEDIUM,6,Spanish Grand Prix
ZHO,16,01:19:17.102,00:01:21.382,MEDIUM,7,Spanish Grand Prix
ZHO,17,01:20:38.709,00:01:21.607,MEDIUM,8,Spanish Grand Prix
ZHO,18,01:22:00.255,00:01:21.546,MEDIUM,9,Spanish Grand Prix
ZHO,19,01:23:21.634,00:01:21.379,MEDIUM,10,Spanish Grand Prix
ZHO,20,01:24:43.146,00:01:21.512,MEDIUM,11,Spanish Grand Prix
ZHO,21,01:26:04.936,00:01:21.790,MEDIUM,12,Spanish Grand Prix
ZHO,22,01:27:26.607,00:01:21.671,MEDIUM,13,Spanish Grand Prix
ZHO,23,01:28:48.403,00:01:21.796,MEDIUM,14,Spanish Grand Prix
ZHO,24,01:30:09.964,00:01:21.561,MEDIUM,15,Spanish Grand Prix
ZHO,25,01:31:30.433,00:01:20.469,MEDIUM,16,Spanish Grand Prix
ZHO,26,01:32:51.701,00:01:21.268,MEDIUM,17,Spanish Grand Prix
ZHO,27,01:34:12.880,00:01:21.179,MEDIUM,18,Spanish Grand Prix
ZHO,28,01:35:34.134,00:01:21.254,MEDIUM,19,Spanish Grand Prix
ZHO,29,01:36:55.191,00:01:21.057,MEDIUM,20,Spanish Grand Prix
ZHO,30,01:38:16.662,00:01:21.471,MEDIUM,21,Spanish Grand Prix
ZHO,31,01:39:38.088,00:01:21.426,MEDIUM,22,Spanish Grand Prix
ZHO,32,01:40:59.475,00:01:21.387,MEDIUM,23,Spanish Grand Prix
ZHO,33,01:42:20.470,00:01:20.995,MEDIUM,24,Spanish Grand Prix
ZHO,34,01:43:41.743,00:01:21.273,MEDIUM,25,Spanish Grand Prix
ZHO,35,01:45:03.161,00:01:21.418,MEDIUM,26,Spanish Grand Prix
ZHO,36,01:46:25.313,00:01:22.152,MEDIUM,27,Spanish Grand Prix
ZHO,37,01:47:46.836,00:01:21.523,MEDIUM,28,Spanish Grand Prix
ZHO,38,01:49:08.066,00:01:21.230,MEDIUM,29,Spanish Grand Prix
ZHO,39,01:50:29.452,00:01:21.386,MEDIUM,30,Spanish Grand Prix
ZHO,40,01:51:51.671,00:01:22.219,MEDIUM,31,Spanish Grand Prix
ZHO,41,01:53:17.306,00:01:25.635,MEDIUM,32,Spanish Grand Prix
ZHO,43,01:56:18.193,00:01:18.979,HARD,2,Spanish Grand Prix
ZHO,44,01:57:37.439,00:01:19.246,HARD,3,Spanish Grand Prix
ZHO,45,01:58:56.812,00:01:19.373,HARD,4,Spanish Grand Prix
ZHO,46,02:00:16.038,00:01:19.226,HARD,5,Spanish Grand Prix
ZHO,47,02:01:35.236,00:01:19.198,HARD,6,Spanish Grand Prix
ZHO,48,02:02:54.374,00:01:19.138,HARD,7,Spanish Grand Prix
ZHO,49,02:04:13.292,00:01:18.918,HARD,8,Spanish Grand Prix
ZHO,50,02:05:32.063,00:01:18.771,HARD,9,Spanish Grand Prix
ZHO,51,02:06:51.489,00:01:19.426,HARD,10,Spanish Grand Prix
ZHO,52,02:08:11.397,00:01:19.908,HARD,11,Spanish Grand Prix
ZHO,53,02:09:32.282,00:01:20.885,HARD,12,Spanish Grand Prix
ZHO,54,02:10:52.337,00:01:20.055,HARD,13,Spanish Grand Prix
ZHO,55,02:12:13.564,00:01:21.227,HARD,14,Spanish Grand Prix
ZHO,56,02:13:33.108,00:01:19.544,HARD,15,Spanish Grand Prix
ZHO,57,02:14:53.921,00:01:20.813,HARD,16,Spanish Grand Prix
ZHO,58,02:16:13.289,00:01:19.368,HARD,17,Spanish Grand Prix
ZHO,59,02:17:32.940,00:01:19.651,HARD,18,Spanish Grand Prix
ZHO,60,02:18:52.683,00:01:19.743,HARD,19,Spanish Grand Prix
ZHO,61,02:20:12.492,00:01:19.809,HARD,20,Spanish Grand Prix
ZHO,62,02:21:32.323,00:01:19.831,HARD,21,Spanish Grand Prix
ZHO,63,02:22:52.110,00:01:19.787,HARD,22,Spanish Grand Prix
ZHO,64,02:24:12.120,00:01:20.010,HARD,23,Spanish Grand Prix
ZHO,65,02:25:33.105,00:01:20.985,HARD,24,Spanish Grand Prix
STR,2,00:59:49.595,00:01:22.587,SOFT,2,Spanish Grand Prix
STR,3,01:01:11.599,00:01:22.004,SOFT,3,Spanish Grand Prix
STR,4,01:02:33.727,00:01:22.128,SOFT,4,Spanish Grand Prix
STR,5,01:03:55.990,00:01:22.263,SOFT,5,Spanish Grand Prix
STR,6,01:05:18.120,00:01:22.130,SOFT,6,Spanish Grand Prix
STR,7,01:06:40.536,00:01:22.416,SOFT,7,Spanish Grand Prix
STR,8,01:08:02.895,00:01:22.359,SOFT,8,Spanish Grand Prix
STR,9,01:09:24.753,00:01:21.858,SOFT,9,Spanish Grand Prix
STR,10,01:10:46.503,00:01:21.750,SOFT,10,Spanish Grand Prix
STR,11,01:12:08.470,00:01:21.967,SOFT,11,Spanish Grand Prix
STR,12,01:13:30.726,00:01:22.256,SOFT,12,Spanish Grand Prix
STR,13,01:14:52.911,00:01:22.185,SOFT,13,Spanish Grand Prix
STR,14,01:16:14.679,00:01:21.768,SOFT,14,Spanish Grand Prix
STR,15,01:17:36.597,00:01:21.918,SOFT,15,Spanish Grand Prix
STR,16,01:18:58.552,00:01:21.955,SOFT,16,Spanish Grand Prix
STR,17,01:20:25.448,00:01:26.896,SOFT,17,Spanish Grand Prix
STR,19,01:23:25.185,00:01:20.615,MEDIUM,3,Spanish Grand Prix
STR,20,01:24:45.968,00:01:20.783,MEDIUM,4,Spanish Grand Prix
STR,21,01:26:07.180,00:01:21.212,MEDIUM,5,Spanish Grand Prix
STR,22,01:27:28.508,00:01:21.328,MEDIUM,6,Spanish Grand Prix
STR,23,01:28:49.874,00:01:21.366,MEDIUM,7,Spanish Grand Prix
STR,24,01:30:11.442,00:01:21.568,MEDIUM,8,Spanish Grand Prix
STR,25,01:31:32.573,00:01:21.131,MEDIUM,9,Spanish Grand Prix
STR,26,01:32:53.665,00:01:21.092,MEDIUM,10,Spanish Grand Prix
STR,27,01:34:14.965,00:01:21.300,MEDIUM,11,Spanish Grand Prix
STR,28,01:35:36.209,00:01:21.244,MEDIUM,12,Spanish Grand Prix
STR,29,01:36:57.310,00:01:21.101,MEDIUM,13,Spanish Grand Prix
STR,30,01:38:18.764,00:01:21.454,MEDIUM,14,Spanish Grand Prix
STR,31,01:39:40.245,00:01:21.481,MEDIUM,15,Spanish Grand Prix
STR,32,01:41:01.520,00:01:21.275,MEDIUM,16,Spanish Grand Prix
STR,33,01:42:22.492,00:01:20.972,MEDIUM,17,Spanish Grand Prix
STR,34,01:43:43.831,00:01:21.339,MEDIUM,18,Spanish Grand Prix
STR,35,01:45:06.244,00:01:22.413,MEDIUM,19,Spanish Grand Prix
STR,36,01:46:27.506,00:01:21.262,MEDIUM,20,Spanish Grand Prix
STR,37,01:47:52.707,00:01:25.201,MEDIUM,21,Spanish Grand Prix
STR,39,01:50:54.086,00:01:20.421,HARD,3,Spanish Grand Prix
STR,40,01:52:14.375,00:01:20.289,HARD,4,Spanish Grand Prix
STR,41,01:53:35.296,00:01:20.921,HARD,5,Spanish Grand Prix
STR,42,01:54:56.222,00:01:20.926,HARD,6,Spanish Grand Prix
STR,43,01:56:17.761,00:01:21.539,HARD,7,Spanish Grand Prix
STR,44,01:57:39.309,00:01:21.548,HARD,8,Spanish Grand Prix
STR,45,01:58:59.597,00:01:20.288,HARD,9,Spanish Grand Prix
STR,46,02:00:19.898,00:01:20.301,HARD,10,Spanish Grand Prix
STR,47,02:01:39.602,00:01:19.704,HARD,11,Spanish Grand Prix
STR,48,02:02:59.351,00:01:19.749,HARD,12,Spanish Grand Prix
STR,49,02:04:18.692,00:01:19.341,HARD,13,Spanish Grand Prix
STR,50,02:05:38.010,00:01:19.318,HARD,14,Spanish Grand Prix
STR,51,02:06:57.749,00:01:19.739,HARD,15,Spanish Grand Prix
STR,52,02:08:19.185,00:01:21.436,HARD,16,Spanish Grand Prix
STR,53,02:09:39.017,00:01:19.832,HARD,17,Spanish Grand Prix
STR,54,02:10:58.505,00:01:19.488,HARD,18,Spanish Grand Prix
STR,55,02:12:19.359,00:01:20.854,HARD,19,Spanish Grand Prix
STR,56,02:13:39.002,00:01:19.643,HARD,20,Spanish Grand Prix
STR,57,02:14:58.543,00:01:19.541,HARD,21,Spanish Grand Prix
STR,58,02:16:18.138,00:01:19.595,HARD,22,Spanish Grand Prix
STR,59,02:17:37.911,00:01:19.773,HARD,23,Spanish Grand Prix
STR,60,02:18:57.538,00:01:19.627,HARD,24,Spanish Grand Prix
STR,61,02:20:17.285,00:01:19.747,HARD,25,Spanish Grand Prix
STR,62,02:21:38.818,00:01:21.533,HARD,26,Spanish Grand Prix
STR,63,02:22:58.838,00:01:20.020,HARD,27,Spanish Grand Prix
STR,64,02:24:18.977,00:01:20.139,HARD,28,Spanish Grand Prix
STR,65,02:25:42.881,00:01:23.904,HARD,29,Spanish Grand Prix
RIC,2,00:59:51.874,00:01:22.721,SOFT,2,Spanish Grand Prix
RIC,3,01:01:14.526,00:01:22.652,SOFT,3,Spanish Grand Prix
RIC,4,01:02:36.900,00:01:22.374,SOFT,4,Spanish Grand Prix
RIC,5,01:03:59.905,00:01:23.005,SOFT,5,Spanish Grand Prix
RIC,6,01:05:22.825,00:01:22.920,SOFT,6,Spanish Grand Prix
RIC,7,01:06:46.309,00:01:23.484,SOFT,7,Spanish Grand Prix
RIC,8,01:08:09.375,00:01:23.066,SOFT,8,Spanish Grand Prix
RIC,9,01:09:31.811,00:01:22.436,SOFT,9,Spanish Grand Prix
RIC,10,01:10:53.581,00:01:21.770,SOFT,10,Spanish Grand Prix
RIC,11,01:12:15.683,00:01:22.102,SOFT,11,Spanish Grand Prix
RIC,12,01:13:37.540,00:01:21.857,SOFT,12,Spanish Grand Prix
RIC,13,01:14:59.514,00:01:21.974,SOFT,13,Spanish Grand Prix
RIC,14,01:16:21.416,00:01:21.902,SOFT,14,Spanish Grand Prix
RIC,15,01:17:43.849,00:01:22.433,SOFT,15,Spanish Grand Prix
RIC,16,01:19:10.111,00:01:26.262,SOFT,16,Spanish Grand Prix
RIC,18,01:22:10.972,00:01:20.858,MEDIUM,2,Spanish Grand Prix
RIC,19,01:23:32.387,00:01:21.415,MEDIUM,3,Spanish Grand Prix
RIC,20,01:24:54.268,00:01:21.881,MEDIUM,4,Spanish Grand Prix
RIC,21,01:26:15.232,00:01:20.964,MEDIUM,5,Spanish Grand Prix
RIC,22,01:27:36.081,00:01:20.849,MEDIUM,6,Spanish Grand Prix
RIC,23,01:28:57.439,00:01:21.358,MEDIUM,7,Spanish Grand Prix
RIC,24,01:30:18.562,00:01:21.123,MEDIUM,8,Spanish Grand Prix
RIC,25,01:31:39.684,00:01:21.122,MEDIUM,9,Spanish Grand Prix
RIC,26,01:33:01.021,00:01:21.337,MEDIUM,10,Spanish Grand Prix
RIC,27,01:34:22.684,00:01:21.663,MEDIUM,11,Spanish Grand Prix
RIC,28,01:35:44.242,00:01:21.558,MEDIUM,12,Spanish Grand Prix
RIC,29,01:37:05.672,00:01:21.430,MEDIUM,13,Spanish Grand Prix
RIC,30,01:38:26.724,00:01:21.052,MEDIUM,14,Spanish Grand Prix
RIC,31,01:39:48.266,00:01:21.542,MEDIUM,15,Spanish Grand Prix
RIC,32,01:41:09.844,00:01:21.578,MEDIUM,16,Spanish Grand Prix
RIC,33,01:42:30.961,00:01:21.117,MEDIUM,17,Spanish Grand Prix
RIC,34,01:43:51.994,00:01:21.033,MEDIUM,18,Spanish Grand Prix
RIC,35,01:45:13.164,00:01:21.170,MEDIUM,19,Spanish Grand Prix
RIC,36,01:46:34.223,00:01:21.059,MEDIUM,20,Spanish Grand Prix
RIC,37,01:47:55.363,00:01:21.140,MEDIUM,21,Spanish Grand Prix
RIC,38,01:49:16.551,00:01:21.188,MEDIUM,22,Spanish Grand Prix
RIC,39,01:50:38.756,00:01:22.205,MEDIUM,23,Spanish Grand Prix
RIC,40,01:52:01.171,00:01:22.415,MEDIUM,24,Spanish Grand Prix
RIC,41,01:53:22.711,00:01:21.540,MEDIUM,25,Spanish Grand Prix
RIC,42,01:54:47.602,00:01:24.891,MEDIUM,26,Spanish Grand Prix
RIC,44,01:57:50.009,00:01:21.034,HARD,2,Spanish Grand Prix
RIC,45,01:59:12.478,00:01:22.469,HARD,3,Spanish Grand Prix
RIC,46,02:00:33.423,00:01:20.945,HARD,4,Spanish Grand Prix
RIC,47,02:01:54.353,00:01:20.930,HARD,5,Spanish Grand Prix
RIC,48,02:03:18.115,00:01:23.762,HARD,6,Spanish Grand Prix
RIC,49,02:04:40.027,00:01:21.912,HARD,7,Spanish Grand Prix
RIC,50,02:05:59.870,00:01:19.843,HARD,8,Spanish Grand Prix
RIC,51,02:07:19.455,00:01:19.585,HARD,9,Spanish Grand Prix
RIC,52,02:08:40.482,00:01:21.027,HARD,10,Spanish Grand Prix
RIC,53,02:10:00.566,00:01:20.084,HARD,11,Spanish Grand Prix
RIC,54,02:11:20.843,00:01:20.277,HARD,12,Spanish Grand Prix
RIC,55,02:12:41.842,00:01:20.999,HARD,13,Spanish Grand Prix
RIC,56,02:14:01.970,00:01:20.128,HARD,14,Spanish Grand Prix
RIC,57,02:15:21.738,00:01:19.768,HARD,15,Spanish Grand Prix
RIC,58,02:16:43.286,00:01:21.548,HARD,16,Spanish Grand Prix
RIC,59,02:18:03.282,00:01:19.996,HARD,17,Spanish Grand Prix
RIC,60,02:19:22.838,00:01:19.556,HARD,18,Spanish Grand Prix
RIC,61,02:20:42.288,00:01:19.450,HARD,19,Spanish Grand Prix
RIC,62,02:22:02.088,00:01:19.800,HARD,20,Spanish Grand Prix
RIC,63,02:23:21.958,00:01:19.870,HARD,21,Spanish Grand Prix
RIC,64,02:24:42.152,00:01:20.194,HARD,22,Spanish Grand Prix
RIC,65,02:26:01.679,00:01:19.527,HARD,23,Spanish Grand Prix
BOT,2,00:59:50.118,00:01:22.715,SOFT,2,Spanish Grand Prix
BOT,3,01:01:12.231,00:01:22.113,SOFT,3,Spanish Grand Prix
BOT,4,01:02:34.522,00:01:22.291,SOFT,4,Spanish Grand Prix
BOT,5,01:03:57.184,00:01:22.662,SOFT,5,Spanish Grand Prix
BOT,6,01:05:19.520,00:01:22.336,SOFT,6,Spanish Grand Prix
BOT,7,01:06:41.820,00:01:22.300,SOFT,7,Spanish Grand Prix
BOT,8,01:08:04.323,00:01:22.503,SOFT,8,Spanish Grand Prix
BOT,9,01:09:26.615,00:01:22.292,SOFT,9,Spanish Grand Prix
BOT,10,01:10:48.929,00:01:22.314,SOFT,10,Spanish Grand Prix
BOT,11,01:12:14.271,00:01:25.342,SOFT,11,Spanish Grand Prix
BOT,13,01:15:13.090,00:01:19.608,SOFT,5,Spanish Grand Prix
BOT,14,01:16:33.107,00:01:20.017,SOFT,6,Spanish Grand Prix
BOT,15,01:17:54.192,00:01:21.085,SOFT,7,Spanish Grand Prix
BOT,16,01:19:15.449,00:01:21.257,SOFT,8,Spanish Grand Prix
BOT,17,01:20:37.036,00:01:21.587,SOFT,9,Spanish Grand Prix
