Driver,LapNumber,LapTime,Compound,TyreLife,Circuit
PIA,3.0,0 days 00:01:34.379000,MEDIUM,3.0,Saudi Arabian Grand Prix
PIA,4.0,0 days 00:01:34.589000,MEDIUM,4.0,Saudi Arabian Grand Prix
PIA,5.0,0 days 00:01:34.557000,MEDIUM,5.0,Saudi Arabian Grand Prix
PIA,6.0,0 days 00:01:34.409000,MEDIUM,6.0,Saudi Arabian Grand Prix
PIA,10.0,0 days 00:01:36.768000,HARD,4.0,Saudi Arabian Grand Prix
PIA,11.0,0 days 00:01:34.448000,HARD,5.0,Saudi Arabian Grand Prix
PIA,12.0,0 days 00:01:33.946000,HARD,6.0,Saudi Arabian Grand Prix
PIA,13.0,0 days 00:01:34.340000,HARD,7.0,Saudi Arabian Grand Prix
PIA,14.0,0 days 00:01:34.431000,HARD,8.0,Saudi Arabian Grand Prix
PIA,15.0,0 days 00:01:34.309000,HARD,9.0,Saudi Arabian Grand Prix
PIA,16.0,0 days 00:01:34.379000,HARD,10.0,Saudi Arabian Grand Prix
PIA,17.0,0 days 00:01:35.057000,HARD,11.0,Saudi Arabian Grand Prix
PIA,18.0,0 days 00:01:34.075000,HARD,12.0,Saudi Arabian Grand Prix
PIA,19.0,0 days 00:01:34.631000,HARD,13.0,Saudi Arabian Grand Prix
PIA,20.0,0 days 00:01:34.324000,HARD,14.0,Saudi Arabian Grand Prix
PIA,21.0,0 days 00:01:33.793000,HARD,15.0,Saudi Arabian Grand Prix
PIA,22.0,0 days 00:01:34.760000,HARD,16.0,Saudi Arabian Grand Prix
PIA,23.0,0 days 00:01:33.715000,HARD,17.0,Saudi Arabian Grand Prix
PIA,24.0,0 days 00:01:34.097000,HARD,18.0,Saudi Arabian Grand Prix
PIA,25.0,0 days 00:01:33.694000,HARD,19.0,Saudi Arabian Grand Prix
PIA,26.0,0 days 00:01:33.312000,HARD,20.0,Saudi Arabian Grand Prix
PIA,27.0,0 days 00:01:33.998000,HARD,21.0,Saudi Arabian Grand Prix
PIA,28.0,0 days 00:01:33.527000,HARD,22.0,Saudi Arabian Grand Prix
PIA,29.0,0 days 00:01:33.821000,HARD,23.0,Saudi Arabian Grand Prix
PIA,30.0,0 days 00:01:33.376000,HARD,24.0,Saudi Arabian Grand Prix
PIA,31.0,0 days 00:01:33.352000,HARD,25.0,Saudi Arabian Grand Prix
PIA,32.0,0 days 00:01:33.261000,HARD,26.0,Saudi Arabian Grand Prix
PIA,33.0,0 days 00:01:33.290000,HARD,27.0,Saudi Arabian Grand Prix
PIA,34.0,0 days 00:01:33.405000,HARD,28.0,Saudi Arabian Grand Prix
PIA,35.0,0 days 00:01:34.118000,HARD,29.0,Saudi Arabian Grand Prix
PIA,36.0,0 days 00:01:33.029000,HARD,30.0,Saudi Arabian Grand Prix
PIA,37.0,0 days 00:01:32.934000,HARD,31.0,Saudi Arabian Grand Prix
PIA,38.0,0 days 00:01:33.087000,HARD,32.0,Saudi Arabian Grand Prix
PIA,39.0,0 days 00:01:32.675000,HARD,33.0,Saudi Arabian Grand Prix
PIA,40.0,0 days 00:01:32.603000,HARD,34.0,Saudi Arabian Grand Prix
PIA,41.0,0 days 00:01:32.545000,HARD,35.0,Saudi Arabian Grand Prix
PIA,42.0,0 days 00:01:32.453000,HARD,36.0,Saudi Arabian Grand Prix
PIA,43.0,0 days 00:01:32.521000,HARD,37.0,Saudi Arabian Grand Prix
PIA,44.0,0 days 00:01:32.539000,HARD,38.0,Saudi Arabian Grand Prix
PIA,45.0,0 days 00:01:32.310000,HARD,39.0,Saudi Arabian Grand Prix
PIA,46.0,0 days 00:01:32.557000,HARD,40.0,Saudi Arabian Grand Prix
PIA,47.0,0 days 00:01:32.574000,HARD,41.0,Saudi Arabian Grand Prix
PIA,48.0,0 days 00:01:32.657000,HARD,42.0,Saudi Arabian Grand Prix
PIA,49.0,0 days 00:01:32.588000,HARD,43.0,Saudi Arabian Grand Prix
PIA,50.0,0 days 00:01:32.769000,HARD,44.0,Saudi Arabian Grand Prix
VER,1.0,0 days 00:01:27.458000,MEDIUM,1.0,Australian Grand Prix
VER,2.0,0 days 00:01:24.099000,MEDIUM,2.0,Australian Grand Prix
VER,3.0,0 days 00:01:23.115000,MEDIUM,3.0,Australian Grand Prix
GAS,2.0,0 days 00:01:24.649000,MEDIUM,2.0,Australian Grand Prix
GAS,3.0,0 days 00:01:23.851000,MEDIUM,3.0,Australian Grand Prix
GAS,4.0,0 days 00:01:23.700000,MEDIUM,4.0,Australian Grand Prix
GAS,5.0,0 days 00:01:24.526000,MEDIUM,5.0,Australian Grand Prix
GAS,6.0,0 days 00:01:23.912000,MEDIUM,6.0,Australian Grand Prix
GAS,7.0,0 days 00:01:23.445000,MEDIUM,7.0,Australian Grand Prix
GAS,8.0,0 days 00:01:23.879000,MEDIUM,8.0,Australian Grand Prix
GAS,9.0,0 days 00:01:23.829000,MEDIUM,9.0,Australian Grand Prix
GAS,10.0,0 days 00:01:23.856000,MEDIUM,10.0,Australian Grand Prix
GAS,11.0,0 days 00:01:25.397000,MEDIUM,11.0,Australian Grand Prix
GAS,12.0,0 days 00:01:24.625000,MEDIUM,12.0,Australian Grand Prix
GAS,13.0,0 days 00:01:24.049000,MEDIUM,13.0,Australian Grand Prix
GAS,14.0,0 days 00:01:24.104000,MEDIUM,14.0,Australian Grand Prix
GAS,15.0,0 days 00:01:24.100000,MEDIUM,15.0,Australian Grand Prix
GAS,16.0,0 days 00:01:25.367000,MEDIUM,16.0,Australian Grand Prix
GAS,19.0,0 days 00:01:23.922000,HARD,2.0,Australian Grand Prix
GAS,20.0,0 days 00:01:23.662000,HARD,3.0,Australian Grand Prix
GAS,21.0,0 days 00:01:23.241000,HARD,4.0,Australian Grand Prix
GAS,22.0,0 days 00:01:23.045000,HARD,5.0,Australian Grand Prix
GAS,23.0,0 days 00:01:22.929000,HARD,6.0,Australian Grand Prix
GAS,24.0,0 days 00:01:23.001000,HARD,7.0,Australian Grand Prix
GAS,25.0,0 days 00:01:22.933000,HARD,8.0,Australian Grand Prix
GAS,26.0,0 days 00:01:23.015000,HARD,9.0,Australian Grand Prix
GAS,27.0,0 days 00:01:22.904000,HARD,10.0,Australian Grand Prix
GAS,28.0,0 days 00:01:22.674000,HARD,11.0,Australian Grand Prix
GAS,29.0,0 days 00:01:22.708000,HARD,12.0,Australian Grand Prix
GAS,30.0,0 days 00:01:22.990000,HARD,13.0,Australian Grand Prix
GAS,31.0,0 days 00:01:22.727000,HARD,14.0,Australian Grand Prix
GAS,32.0,0 days 00:01:23.245000,HARD,15.0,Australian Grand Prix
GAS,33.0,0 days 00:01:23.215000,HARD,16.0,Australian Grand Prix
GAS,34.0,0 days 00:01:23.036000,HARD,17.0,Australian Grand Prix
GAS,35.0,0 days 00:01:23.225000,HARD,18.0,Australian Grand Prix
GAS,36.0,0 days 00:01:22.840000,HARD,19.0,Australian Grand Prix
GAS,37.0,0 days 00:01:23.326000,HARD,20.0,Australian Grand Prix
GAS,38.0,0 days 00:01:25.109000,HARD,21.0,Australian Grand Prix
GAS,39.0,0 days 00:01:23.016000,HARD,22.0,Australian Grand Prix
GAS,40.0,0 days 00:01:25.020000,HARD,23.0,Australian Grand Prix
GAS,42.0,0 days 00:01:28.171000,HARD,1.0,Australian Grand Prix
GAS,43.0,0 days 00:01:24.419000,HARD,2.0,Australian Grand Prix
GAS,44.0,0 days 00:01:21.447000,HARD,3.0,Australian Grand Prix
GAS,45.0,0 days 00:01:22.079000,HARD,4.0,Australian Grand Prix
GAS,46.0,0 days 00:01:21.220000,HARD,5.0,Australian Grand Prix
GAS,47.0,0 days 00:01:21.275000,HARD,6.0,Australian Grand Prix
GAS,48.0,0 days 00:01:21.211000,HARD,7.0,Australian Grand Prix
GAS,49.0,0 days 00:01:21.340000,HARD,8.0,Australian Grand Prix
GAS,50.0,0 days 00:01:21.222000,HARD,9.0,Australian Grand Prix
GAS,51.0,0 days 00:01:21.090000,HARD,10.0,Australian Grand Prix
GAS,52.0,0 days 00:01:21.161000,HARD,11.0,Australian Grand Prix
GAS,53.0,0 days 00:01:21.324000,HARD,12.0,Australian Grand Prix
GAS,54.0,0 days 00:01:23.034000,HARD,13.0,Australian Grand Prix
GAS,55.0,0 days 00:01:21.427000,HARD,14.0,Australian Grand Prix
GAS,56.0,0 days 00:01:26.911000,HARD,15.0,Australian Grand Prix
PER,2.0,0 days 00:01:23.381000,MEDIUM,2.0,Australian Grand Prix
PER,3.0,0 days 00:01:23.165000,MEDIUM,3.0,Australian Grand Prix
PER,4.0,0 days 00:01:23.398000,MEDIUM,4.0,Australian Grand Prix
PER,5.0,0 days 00:01:23.364000,MEDIUM,5.0,Australian Grand Prix
PER,6.0,0 days 00:01:23.024000,MEDIUM,6.0,Australian Grand Prix
PER,7.0,0 days 00:01:22.804000,MEDIUM,7.0,Australian Grand Prix
PER,8.0,0 days 00:01:23.048000,MEDIUM,8.0,Australian Grand Prix
PER,9.0,0 days 00:01:22.970000,MEDIUM,9.0,Australian Grand Prix
PER,10.0,0 days 00:01:22.680000,MEDIUM,10.0,Australian Grand Prix
PER,11.0,0 days 00:01:22.921000,MEDIUM,11.0,Australian Grand Prix
PER,12.0,0 days 00:01:23.704000,MEDIUM,12.0,Australian Grand Prix
PER,13.0,0 days 00:01:23.664000,MEDIUM,13.0,Australian Grand Prix
PER,15.0,0 days 00:01:27.909000,HARD,1.0,Australian Grand Prix
PER,16.0,0 days 00:01:24.122000,HARD,2.0,Australian Grand Prix
PER,18.0,0 days 00:01:24.269000,HARD,4.0,Australian Grand Prix
PER,19.0,0 days 00:01:21.840000,HARD,5.0,Australian Grand Prix
PER,20.0,0 days 00:01:21.711000,HARD,6.0,Australian Grand Prix
PER,21.0,0 days 00:01:22.051000,HARD,7.0,Australian Grand Prix
PER,22.0,0 days 00:01:21.869000,HARD,8.0,Australian Grand Prix
PER,23.0,0 days 00:01:21.849000,HARD,9.0,Australian Grand Prix
PER,24.0,0 days 00:01:21.527000,HARD,10.0,Australian Grand Prix
PER,25.0,0 days 00:01:21.495000,HARD,11.0,Australian Grand Prix
PER,26.0,0 days 00:01:22.246000,HARD,12.0,Australian Grand Prix
PER,27.0,0 days 00:01:21.557000,HARD,13.0,Australian Grand Prix
PER,28.0,0 days 00:01:22.152000,HARD,14.0,Australian Grand Prix
PER,29.0,0 days 00:01:22.126000,HARD,15.0,Australian Grand Prix
PER,30.0,0 days 00:01:22.180000,HARD,16.0,Australian Grand Prix
PER,31.0,0 days 00:01:22.359000,HARD,17.0,Australian Grand Prix
PER,32.0,0 days 00:01:22.441000,HARD,18.0,Australian Grand Prix
PER,33.0,0 days 00:01:22.566000,HARD,19.0,Australian Grand Prix
PER,34.0,0 days 00:01:22.962000,HARD,20.0,Australian Grand Prix
PER,36.0,0 days 00:01:27.672000,HARD,1.0,Australian Grand Prix
PER,37.0,0 days 00:01:21.218000,HARD,2.0,Australian Grand Prix
PER,38.0,0 days 00:01:21.245000,HARD,3.0,Australian Grand Prix
PER,39.0,0 days 00:01:21.448000,HARD,4.0,Australian Grand Prix
PER,40.0,0 days 00:01:21.045000,HARD,5.0,Australian Grand Prix
PER,41.0,0 days 00:01:20.998000,HARD,6.0,Australian Grand Prix
PER,42.0,0 days 00:01:21.350000,HARD,7.0,Australian Grand Prix
PER,43.0,0 days 00:01:20.798000,HARD,8.0,Australian Grand Prix
PER,44.0,0 days 00:01:20.706000,HARD,9.0,Australian Grand Prix
PER,45.0,0 days 00:01:20.769000,HARD,10.0,Australian Grand Prix
PER,46.0,0 days 00:01:20.428000,HARD,11.0,Australian Grand Prix
PER,47.0,0 days 00:01:20.388000,HARD,12.0,Australian Grand Prix
PER,48.0,0 days 00:01:20.836000,HARD,13.0,Australian Grand Prix
PER,49.0,0 days 00:01:20.760000,HARD,14.0,Australian Grand Prix
PER,50.0,0 days 00:01:20.871000,HARD,15.0,Australian Grand Prix
PER,51.0,0 days 00:01:21.038000,HARD,16.0,Australian Grand Prix
PER,52.0,0 days 00:01:21.150000,HARD,17.0,Australian Grand Prix
PER,53.0,0 days 00:01:21.544000,HARD,18.0,Australian Grand Prix
PER,54.0,0 days 00:01:21.630000,HARD,19.0,Australian Grand Prix
PER,55.0,0 days 00:01:21.616000,HARD,20.0,Australian Grand Prix
PER,56.0,0 days 00:01:21.849000,HARD,21.0,Australian Grand Prix
ALO,2.0,0 days 00:01:24.284000,HARD,3.0,Australian Grand Prix
ALO,3.0,0 days 00:01:22.978000,HARD,4.0,Australian Grand Prix
ALO,4.0,0 days 00:01:23.742000,HARD,5.0,Australian Grand Prix
ALO,5.0,0 days 00:01:23.294000,HARD,6.0,Australian Grand Prix
ALO,6.0,0 days 00:01:23.196000,HARD,7.0,Australian Grand Prix
ALO,7.0,0 days 00:01:22.795000,HARD,8.0,Australian Grand Prix
ALO,8.0,0 days 00:01:22.769000,HARD,9.0,Australian Grand Prix
ALO,9.0,0 days 00:01:23.345000,HARD,10.0,Australian Grand Prix
ALO,10.0,0 days 00:01:22.608000,HARD,11.0,Australian Grand Prix
ALO,11.0,0 days 00:01:22.939000,HARD,12.0,Australian Grand Prix
ALO,12.0,0 days 00:01:22.904000,HARD,13.0,Australian Grand Prix
ALO,13.0,0 days 00:01:23.187000,HARD,14.0,Australian Grand Prix
ALO,14.0,0 days 00:01:23.455000,HARD,15.0,Australian Grand Prix
ALO,15.0,0 days 00:01:23.138000,HARD,16.0,Australian Grand Prix
ALO,16.0,0 days 00:01:23.239000,HARD,17.0,Australian Grand Prix
ALO,19.0,0 days 00:01:22.928000,MEDIUM,3.0,Australian Grand Prix
ALO,20.0,0 days 00:01:22.831000,MEDIUM,4.0,Australian Grand Prix
ALO,21.0,0 days 00:01:22.704000,MEDIUM,5.0,Australian Grand Prix
ALO,22.0,0 days 00:01:22.478000,MEDIUM,6.0,Australian Grand Prix
ALO,23.0,0 days 00:01:22.441000,MEDIUM,7.0,Australian Grand Prix
ALO,24.0,0 days 00:01:22.287000,MEDIUM,8.0,Australian Grand Prix
ALO,25.0,0 days 00:01:22.708000,MEDIUM,9.0,Australian Grand Prix
ALO,26.0,0 days 00:01:22.988000,MEDIUM,10.0,Australian Grand Prix
ALO,27.0,0 days 00:01:23.257000,MEDIUM,11.0,Australian Grand Prix
ALO,28.0,0 days 00:01:22.259000,MEDIUM,12.0,Australian Grand Prix
ALO,29.0,0 days 00:01:21.980000,MEDIUM,13.0,Australian Grand Prix
ALO,30.0,0 days 00:01:22.175000,MEDIUM,14.0,Australian Grand Prix
ALO,31.0,0 days 00:01:22.355000,MEDIUM,15.0,Australian Grand Prix
ALO,32.0,0 days 00:01:22.491000,MEDIUM,16.0,Australian Grand Prix
ALO,33.0,0 days 00:01:22.649000,MEDIUM,17.0,Australian Grand Prix
ALO,34.0,0 days 00:01:22.918000,MEDIUM,18.0,Australian Grand Prix
ALO,35.0,0 days 00:01:25.730000,MEDIUM,19.0,Australian Grand Prix
ALO,36.0,0 days 00:01:22.714000,MEDIUM,20.0,Australian Grand Prix
ALO,37.0,0 days 00:01:22.862000,MEDIUM,21.0,Australian Grand Prix
ALO,38.0,0 days 00:01:22.566000,MEDIUM,22.0,Australian Grand Prix
ALO,39.0,0 days 00:01:22.772000,MEDIUM,23.0,Australian Grand Prix
ALO,40.0,0 days 00:01:22.714000,MEDIUM,24.0,Australian Grand Prix
ALO,42.0,0 days 00:01:27.347000,HARD,2.0,Australian Grand Prix
ALO,43.0,0 days 00:01:21.724000,HARD,3.0,Australian Grand Prix
ALO,44.0,0 days 00:01:21.394000,HARD,4.0,Australian Grand Prix
ALO,45.0,0 days 00:01:21.454000,HARD,5.0,Australian Grand Prix
ALO,46.0,0 days 00:01:21.344000,HARD,6.0,Australian Grand Prix
ALO,47.0,0 days 00:01:21.183000,HARD,7.0,Australian Grand Prix
ALO,48.0,0 days 00:01:21.347000,HARD,8.0,Australian Grand Prix
ALO,49.0,0 days 00:01:21.122000,HARD,9.0,Australian Grand Prix
ALO,50.0,0 days 00:01:20.736000,HARD,10.0,Australian Grand Prix
ALO,51.0,0 days 00:01:20.938000,HARD,11.0,Australian Grand Prix
ALO,52.0,0 days 00:01:20.493000,HARD,12.0,Australian Grand Prix
ALO,53.0,0 days 00:01:20.867000,HARD,13.0,Australian Grand Prix
ALO,54.0,0 days 00:01:21.035000,HARD,14.0,Australian Grand Prix
ALO,55.0,0 days 00:01:20.952000,HARD,15.0,Australian Grand Prix
ALO,56.0,0 days 00:01:20.752000,HARD,16.0,Australian Grand Prix
LEC,2.0,0 days 00:01:23.014000,MEDIUM,2.0,Australian Grand Prix
LEC,3.0,0 days 00:01:22.776000,MEDIUM,3.0,Australian Grand Prix
LEC,4.0,0 days 00:01:22.519000,MEDIUM,4.0,Australian Grand Prix
LEC,5.0,0 days 00:01:22.632000,MEDIUM,5.0,Australian Grand Prix
LEC,6.0,0 days 00:01:22.673000,MEDIUM,6.0,Australian Grand Prix
LEC,7.0,0 days 00:01:22.684000,MEDIUM,7.0,Australian Grand Prix
LEC,8.0,0 days 00:01:22.983000,MEDIUM,8.0,Australian Grand Prix
LEC,11.0,0 days 00:01:22.647000,HARD,2.0,Australian Grand Prix
LEC,12.0,0 days 00:01:21.841000,HARD,3.0,Australian Grand Prix
LEC,13.0,0 days 00:01:22.222000,HARD,4.0,Australian Grand Prix
LEC,14.0,0 days 00:01:21.952000,HARD,5.0,Australian Grand Prix
LEC,15.0,0 days 00:01:21.735000,HARD,6.0,Australian Grand Prix
LEC,16.0,0 days 00:01:22.247000,HARD,7.0,Australian Grand Prix
LEC,19.0,0 days 00:01:21.881000,HARD,10.0,Australian Grand Prix
LEC,20.0,0 days 00:01:21.885000,HARD,11.0,Australian Grand Prix
LEC,21.0,0 days 00:01:22.058000,HARD,12.0,Australian Grand Prix
LEC,22.0,0 days 00:01:21.722000,HARD,13.0,Australian Grand Prix
LEC,23.0,0 days 00:01:21.932000,HARD,14.0,Australian Grand Prix
LEC,24.0,0 days 00:01:21.852000,HARD,15.0,Australian Grand Prix
LEC,25.0,0 days 00:01:21.951000,HARD,16.0,Australian Grand Prix
LEC,26.0,0 days 00:01:22.042000,HARD,17.0,Australian Grand Prix
LEC,27.0,0 days 00:01:21.822000,HARD,18.0,Australian Grand Prix
LEC,28.0,0 days 00:01:21.969000,HARD,19.0,Australian Grand Prix
LEC,29.0,0 days 00:01:22.433000,HARD,20.0,Australian Grand Prix
LEC,30.0,0 days 00:01:22.284000,HARD,21.0,Australian Grand Prix
LEC,31.0,0 days 00:01:21.996000,HARD,22.0,Australian Grand Prix
LEC,32.0,0 days 00:01:21.841000,HARD,23.0,Australian Grand Prix
LEC,33.0,0 days 00:01:22.022000,HARD,24.0,Australian Grand Prix
LEC,36.0,0 days 00:01:21.942000,HARD,2.0,Australian Grand Prix
LEC,37.0,0 days 00:01:20.688000,HARD,3.0,Australian Grand Prix
LEC,38.0,0 days 00:01:20.949000,HARD,4.0,Australian Grand Prix
LEC,39.0,0 days 00:01:20.909000,HARD,5.0,Australian Grand Prix
LEC,40.0,0 days 00:01:20.953000,HARD,6.0,Australian Grand Prix
LEC,41.0,0 days 00:01:20.675000,HARD,7.0,Australian Grand Prix
LEC,42.0,0 days 00:01:20.849000,HARD,8.0,Australian Grand Prix
LEC,43.0,0 days 00:01:20.853000,HARD,9.0,Australian Grand Prix
LEC,44.0,0 days 00:01:20.560000,HARD,10.0,Australian Grand Prix
LEC,45.0,0 days 00:01:20.408000,HARD,11.0,Australian Grand Prix
LEC,46.0,0 days 00:01:20.760000,HARD,12.0,Australian Grand Prix
LEC,47.0,0 days 00:01:19.999000,HARD,13.0,Australian Grand Prix
LEC,48.0,0 days 00:01:20.349000,HARD,14.0,Australian Grand Prix
LEC,49.0,0 days 00:01:20.144000,HARD,15.0,Australian Grand Prix
LEC,50.0,0 days 00:01:19.925000,HARD,16.0,Australian Grand Prix
LEC,51.0,0 days 00:01:20.215000,HARD,17.0,Australian Grand Prix
LEC,52.0,0 days 00:01:20.331000,HARD,18.0,Australian Grand Prix
LEC,53.0,0 days 00:01:20.463000,HARD,19.0,Australian Grand Prix
LEC,54.0,0 days 00:01:20.320000,HARD,20.0,Australian Grand Prix
LEC,55.0,0 days 00:01:20.962000,HARD,21.0,Australian Grand Prix
LEC,56.0,0 days 00:01:19.813000,HARD,22.0,Australian Grand Prix
LEC,57.0,0 days 00:01:20.871000,HARD,23.0,Australian Grand Prix
STR,2.0,0 days 00:01:23.551000,MEDIUM,3.0,Australian Grand Prix
STR,3.0,0 days 00:01:23.196000,MEDIUM,4.0,Australian Grand Prix
STR,4.0,0 days 00:01:23.454000,MEDIUM,5.0,Australian Grand Prix
STR,5.0,0 days 00:01:23.337000,MEDIUM,6.0,Australian Grand Prix
STR,6.0,0 days 00:01:23.027000,MEDIUM,7.0,Australian Grand Prix
STR,7.0,0 days 00:01:23.019000,MEDIUM,8.0,Australian Grand Prix
STR,9.0,0 days 00:01:27.945000,HARD,2.0,Australian Grand Prix
STR,10.0,0 days 00:01:22.883000,HARD,3.0,Australian Grand Prix
STR,11.0,0 days 00:01:22.718000,HARD,4.0,Australian Grand Prix
STR,12.0,0 days 00:01:23.063000,HARD,5.0,Australian Grand Prix
STR,13.0,0 days 00:01:23.322000,HARD,6.0,Australian Grand Prix
STR,14.0,0 days 00:01:23.106000,HARD,7.0,Australian Grand Prix
STR,15.0,0 days 00:01:23.450000,HARD,8.0,Australian Grand Prix
STR,16.0,0 days 00:01:24.650000,HARD,9.0,Australian Grand Prix
STR,18.0,0 days 00:01:26.001000,HARD,11.0,Australian Grand Prix
STR,19.0,0 days 00:01:23.105000,HARD,12.0,Australian Grand Prix
STR,20.0,0 days 00:01:22.922000,HARD,13.0,Australian Grand Prix
STR,21.0,0 days 00:01:22.628000,HARD,14.0,Australian Grand Prix
STR,22.0,0 days 00:01:22.905000,HARD,15.0,Australian Grand Prix
STR,23.0,0 days 00:01:22.861000,HARD,16.0,Australian Grand Prix
STR,24.0,0 days 00:01:22.852000,HARD,17.0,Australian Grand Prix
STR,25.0,0 days 00:01:22.941000,HARD,18.0,Australian Grand Prix
STR,26.0,0 days 00:01:23.294000,HARD,19.0,Australian Grand Prix
STR,27.0,0 days 00:01:23.192000,HARD,20.0,Australian Grand Prix
STR,28.0,0 days 00:01:23.059000,HARD,21.0,Australian Grand Prix
STR,29.0,0 days 00:01:23.135000,HARD,22.0,Australian Grand Prix
STR,30.0,0 days 00:01:23.124000,HARD,23.0,Australian Grand Prix
STR,31.0,0 days 00:01:23.521000,HARD,24.0,Australian Grand Prix
STR,32.0,0 days 00:01:23.157000,HARD,25.0,Australian Grand Prix
STR,33.0,0 days 00:01:23.266000,HARD,26.0,Australian Grand Prix
STR,34.0,0 days 00:01:23.114000,HARD,27.0,Australian Grand Prix
STR,35.0,0 days 00:01:23.398000,HARD,28.0,Australian Grand Prix
STR,36.0,0 days 00:01:23.207000,HARD,29.0,Australian Grand Prix
STR,38.0,0 days 00:01:27.847000,HARD,2.0,Australian Grand Prix
STR,39.0,0 days 00:01:22.042000,HARD,3.0,Australian Grand Prix
STR,40.0,0 days 00:01:22.100000,HARD,4.0,Australian Grand Prix
STR,41.0,0 days 00:01:22.244000,HARD,5.0,Australian Grand Prix
STR,42.0,0 days 00:01:21.829000,HARD,6.0,Australian Grand Prix
STR,43.0,0 days 00:01:21.722000,HARD,7.0,Australian Grand Prix
STR,44.0,0 days 00:01:21.992000,HARD,8.0,Australian Grand Prix
STR,45.0,0 days 00:01:21.603000,HARD,9.0,Australian Grand Prix
STR,46.0,0 days 00:01:21.431000,HARD,10.0,Australian Grand Prix
STR,47.0,0 days 00:01:21.014000,HARD,11.0,Australian Grand Prix
STR,48.0,0 days 00:01:21.109000,HARD,12.0,Australian Grand Prix
STR,49.0,0 days 00:01:20.930000,HARD,13.0,Australian Grand Prix
STR,50.0,0 days 00:01:20.991000,HARD,14.0,Australian Grand Prix
STR,51.0,0 days 00:01:21.121000,HARD,15.0,Australian Grand Prix
STR,52.0,0 days 00:01:21.213000,HARD,16.0,Australian Grand Prix
STR,53.0,0 days 00:01:21.063000,HARD,17.0,Australian Grand Prix
STR,54.0,0 days 00:01:21.130000,HARD,18.0,Australian Grand Prix
STR,55.0,0 days 00:01:21.272000,HARD,19.0,Australian Grand Prix
STR,56.0,0 days 00:01:21.233000,HARD,20.0,Australian Grand Prix
MAG,2.0,0 days 00:01:24.248000,MEDIUM,2.0,Australian Grand Prix
MAG,3.0,0 days 00:01:23.565000,MEDIUM,3.0,Australian Grand Prix
MAG,4.0,0 days 00:01:23.529000,MEDIUM,4.0,Australian Grand Prix
MAG,5.0,0 days 00:01:23.961000,MEDIUM,5.0,Australian Grand Prix
MAG,6.0,0 days 00:01:23.954000,MEDIUM,6.0,Australian Grand Prix
MAG,9.0,0 days 00:01:23.662000,HARD,2.0,Australian Grand Prix
MAG,10.0,0 days 00:01:23.671000,HARD,3.0,Australian Grand Prix
MAG,11.0,0 days 00:01:23.322000,HARD,4.0,Australian Grand Prix
MAG,12.0,0 days 00:01:23.110000,HARD,5.0,Australian Grand Prix
MAG,13.0,0 days 00:01:23.063000,HARD,6.0,Australian Grand Prix
MAG,14.0,0 days 00:01:22.905000,HARD,7.0,Australian Grand Prix
MAG,15.0,0 days 00:01:23.668000,HARD,8.0,Australian Grand Prix
MAG,16.0,0 days 00:01:23.561000,HARD,9.0,Australian Grand Prix
MAG,18.0,0 days 00:01:23.125000,HARD,11.0,Australian Grand Prix
MAG,19.0,0 days 00:01:22.848000,HARD,12.0,Australian Grand Prix
MAG,20.0,0 days 00:01:22.809000,HARD,13.0,Australian Grand Prix
MAG,21.0,0 days 00:01:22.860000,HARD,14.0,Australian Grand Prix
MAG,22.0,0 days 00:01:23.315000,HARD,15.0,Australian Grand Prix
MAG,23.0,0 days 00:01:24.285000,HARD,16.0,Australian Grand Prix
MAG,24.0,0 days 00:01:23.330000,HARD,17.0,Australian Grand Prix
MAG,25.0,0 days 00:01:23.502000,HARD,18.0,Australian Grand Prix
MAG,26.0,0 days 00:01:23.485000,HARD,19.0,Australian Grand Prix
MAG,27.0,0 days 00:01:23.525000,HARD,20.0,Australian Grand Prix
MAG,28.0,0 days 00:01:23.467000,HARD,21.0,Australian Grand Prix
MAG,29.0,0 days 00:01:23.456000,HARD,22.0,Australian Grand Prix
MAG,30.0,0 days 00:01:23.407000,HARD,23.0,Australian Grand Prix
MAG,31.0,0 days 00:01:23.216000,HARD,24.0,Australian Grand Prix
MAG,32.0,0 days 00:01:23.396000,HARD,25.0,Australian Grand Prix
MAG,34.0,0 days 00:01:28.539000,HARD,1.0,Australian Grand Prix
MAG,35.0,0 days 00:01:22.340000,HARD,2.0,Australian Grand Prix
MAG,36.0,0 days 00:01:22.109000,HARD,3.0,Australian Grand Prix
MAG,37.0,0 days 00:01:22.261000,HARD,4.0,Australian Grand Prix
MAG,38.0,0 days 00:01:22.085000,HARD,5.0,Australian Grand Prix
MAG,39.0,0 days 00:01:21.845000,HARD,6.0,Australian Grand Prix
MAG,40.0,0 days 00:01:21.771000,HARD,7.0,Australian Grand Prix
MAG,41.0,0 days 00:01:23.189000,HARD,8.0,Australian Grand Prix
MAG,42.0,0 days 00:01:21.914000,HARD,9.0,Australian Grand Prix
MAG,43.0,0 days 00:01:22.053000,HARD,10.0,Australian Grand Prix
MAG,44.0,0 days 00:01:21.082000,HARD,11.0,Australian Grand Prix
MAG,45.0,0 days 00:01:21.637000,HARD,12.0,Australian Grand Prix
MAG,46.0,0 days 00:01:21.463000,HARD,13.0,Australian Grand Prix
MAG,47.0,0 days 00:01:21.538000,HARD,14.0,Australian Grand Prix
MAG,48.0,0 days 00:01:21.670000,HARD,15.0,Australian Grand Prix
